,betaa1,betaa2,decay,drop_end,drop_middle,loss_mu,lr,n_conv2,n_conv3,n_resid
118,100,362,0.0008015681633316429,0.24343800474716248,0.6826415879352158,1.8856976262179344,0.0005445586302329054,64,50,4
119,100,100,0.0001,0.0,0.46662388890067563,2.0,0.003,32,32,1
120,28,100,0.1,0.0,0.7,2.0,6.764067469148832e-05,64,64,4
121,100,1012,0.1,0.4,0.3,0.01,0.0018212410488813158,32,64,1
122,10,100,0.0025877685165503353,0.4,0.7,0.01,0.0007990255606757576,64,64,1
123,100,1341,0.1,0.0,0.7,2.0,0.00015723832378134004,32,39,1
124,98,117,0.05068873653948547,0.3592241479208269,0.3532412248128841,0.024146272663551585,4.114173475539874e-05,44,35,3
125,96,772,0.05369370657269958,0.0069853350785491946,0.4386704822068844,0.010145733875055067,2.111690005486626e-05,64,36,1
126,84,1389,0.0005208099974221075,0.4,0.637493150209646,2.0,0.0002253618539918701,64,62,2
127,19,106,0.0052358143618847835,0.023512169672364455,0.3114308617554695,0.10507286544397619,0.00016328254593423082,42,61,4
128,58,1440,0.03618397223078822,0.2851723425541521,0.31678860297610906,1.9882279173222415,0.00036175463520999825,40,52,4
129,99,448,0.0014379697971158888,0.2984788845431077,0.6199268411073946,0.032832838387300306,0.0001795445085846134,64,39,4
130,26,1089,0.003598326336585827,0.013390775053061126,0.6015495399083765,1.187589598755364,2.742180207740325e-05,54,51,2
131,36,334,0.00015049791838157013,0.05665852935258969,0.6392565138383738,0.02544126918333567,2.547121717813953e-05,41,63,3
132,99,794,0.003723974118078844,0.06175856003014665,0.3681038783433318,0.16221930541350818,2.491321615420838e-05,37,35,2
133,20,661,0.0005667801454319393,0.018337897089851785,0.4760992174113693,0.021981179574003546,0.00012298981297189878,60,58,3
134,20,1452,0.0010747432773211053,0.29184445835604766,0.3043093723463727,0.1509484996480148,2.2189239388159263e-05,56,41,3
135,100,100,0.00012732856491274027,0.4,0.7,2.0,3.1556868367733244e-05,64,64,4
136,12,590,0.004530979308033822,0.15237211831296912,0.6601159005745174,1.8969058889829298,0.0029167064500564186,62,41,1
137,100,1500,0.1,0.4,0.7,2.0,0.003,32,32,4
138,98,405,0.055333733882344374,0.03248953102119657,0.36776278087070124,0.15176680066527914,2.0208312467938633e-05,37,35,2
139,100,1500,0.1,0.4,0.7,0.8989065265340433,0.0011988285233245726,64,32,4
140,100,1500,0.0001,0.0,0.6747327253809982,0.5216872479165805,0.0010141900742547116,32,32,2
141,11,1238,0.07743013801168885,0.019529026970725966,0.5865298154993033,1.9737796630727305,4.7413271209265564e-05,34,49,4
142,26,388,0.0027217281132433263,0.3922626220776556,0.30065737133229425,0.052713210593043465,0.00031454191483896977,34,61,3
143,50,1021,0.0035992370654189406,0.3977134330026686,0.34367155335213984,0.24613654501401455,7.702183580268654e-06,64,64,1
144,42,1285,0.0694617827219013,0.21945728878849946,0.34024232430747536,0.04483379174677997,9.269409845291493e-06,38,55,2
145,100,582,0.06991823197672119,0.0316609424644488,0.3,2.0,2.7813470447702393e-05,64,60,4
146,61,1103,0.014051106464939261,0.3162068053644498,0.6784617433431559,1.938056903364521,1.2691695064810139e-05,64,39,2
147,83,572,0.0001,0.0,0.6381611475700051,0.01,5.041806407469029e-06,43,61,3
148,96,143,0.009622058345755516,0.026580278698108913,0.3166641856892369,0.2681685932659989,1.8608747548243765e-06,33,36,2
149,10,1500,0.1,0.4,0.7,2.0,1e-06,64,32,4
